"�..Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X"
"Caribbean small states","CSS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.3706910812823","62.8691682619239","63.3274499603986","63.742197622868","64.1130719686138","64.4423164070423","64.7344510178994","65.0001498572375","65.2496466160626","65.4923589356271","65.7361876885542","65.9869820558343","66.2460019087521","66.5121354249878","66.7845499875848","67.0607064732215","67.3391089806256","67.6130421276996","67.8780096723734","68.1306111337335","68.3671201511666","68.5811210261247","68.7706587447895","68.9370258053716","69.075934978453","69.1904428076949","69.2841567620877","69.3721585488571","69.4353050126979","69.501547397642","69.563255509527","69.6196864470342","69.7066260367611","69.7125215464098","69.7562595758576","69.8035021513075","69.8577532468637","69.9892964515165","69.998787155399","70.0909687808831","70.2037685439382","70.3412206530439","70.5733907007662","70.6873763948263","70.8917401236704","71.1130569511406","71.3454059082784","71.582385356307","71.8165811915985","72.0421471122722","72.2523920321063","72.4446318371778","72.6191798536699","72.7791798911218","72.9261802778276","73.0627324010547","73.192408496541","Not Available","Not Available"
"Caribbean small states","CSS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","86.77129","86.8153","87.08187","87.32161","87.56225","87.80577","87.50032","88.32033","88.58603","88.83248","89.07212","89.3109","89.55313","89.76627","90.29448","90.51049","90.71516","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","54.4669340331137","53.6486238802322","53.9877973590463","53.753022644856","52.7304278301477","50.3640580182144","49.6470877554453","48.0230595057379","47.8221344590689","47.6911172286536","47.9767217883469","49.0719137519994","50.373240749186","51.2416142614174","50.3607329721757","49.7934250827555","49.7170603518512","49.9874610332762","50.09448443222","51.1046866390267","51.8103344287773","52.5107587174025","Not Available","Not Available"
"Central Europe and the Baltics","CEB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","82546685567.8327","74328679559.5914","84137914072.8844","81295537089.8124","94956442166.4223","129696424296.623","136875122216.432","143789600314.337","158371130092.06","153732286136.074","169846281001.384","188148862109.053","212243729687.174","271543879804.933","354010510690.207","422186267748.366","511934410227.285","647242140563.684","762812513349.701","602791001603.474","689099695417.561","825639535430.372","802681444450.533","863350976586.925","909903288677.613","807636739308.61","837711376992.308","Not Available","Not Available"
"Central Europe and the Baltics","CEB","GDP per capita (current US$)","NY.GDP.PCAP.CD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2315.1326052549","2201.86742494412","2364.14970241952","2490.81471000362","2826.91918765574","3516.26421172291","3769.17054933978","3738.18124338511","4099.31764587195","3979.37026205101","3946.53732077063","4345.38603875298","4925.5619771493","5946.8037997424","7166.69135593174","8349.37847931808","9468.13173645406","11961.7482792727","14498.3177737834","12214.3641192329","12567.1283124459","13888.4531202827","13001.8257921837","13713.717311064","14138.1781842107","12450.8134550193","12740.799963943","Not Available","Not Available"
"Central Europe and the Baltics","CEB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","82585362112.6633","76036439926.1036","86872624752.7334","88098444250.9552","97715969590.8052","133187783192.636","150077596965.134","160898865100.861","177664257603.721","173206264710.254","189960475056.832","206239127520.119","232060013125.621","295419062656.024","383034936651.684","450173879844.896","552143794393.162","708739008274.808","843030658176.632","611112333041.584","697743904124.339","830195730805.583","791502390449.767","826029265399.583","871693737821.274","764961407195.059","780317993332.045","Not Available","Not Available"
"Central Europe and the Baltics","CEB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.8213950012551","68.2620441707347","68.0067749982747","68.6958697107938","69.0522763699495","69.2768215545454","69.5270082283826","69.2727354454573","69.5360583547124","69.2757976966873","69.4469707974319","69.4851289765544","69.9253677297177","70.0676966835781","70.3058738691849","70.1744054785437","70.3191411063472","70.2422408105389","70.1478390004397","70.2393548096729","69.8902129226427","70.3714695597192","70.4551336661179","70.3896109824106","70.3490175773774","70.3127569888511","70.5649221254913","70.6117653159952","70.8617183748472","70.7319696488415","70.6563673229236","70.572607738017","70.7323478672471","70.8462295706676","70.8695267645831","71.0258932341809","71.3354652442541","71.5175893276137","71.8981182658969","72.184734648016","72.7196903521431","73.0979928642325","73.2443135682501","73.3838286851526","73.7394039227774","73.8400466808689","74.0947247807244","74.2523833324924","74.57753902187","74.9318257000873","75.2953487288","75.8884748834282","75.993488603453","76.3551629869808","76.6854764213554","76.5910702431929","76.6031767774002","Not Available","Not Available"
"Central Europe and the Baltics","CEB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98.00689","98.02631","98.05827","98.0856","98.10734","98.13963","98.2082","98.2721","98.33477","98.38094","98.43246","98.47438","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Early-demographic dividend","EAR","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","55.6288489968738","Not Available","Not Available","Not Available","Not Available","Not Available","55.6784749910144","Not Available","Not Available","Not Available","Not Available","56.6035942624331","Not Available","Not Available","Not Available","Not Available","53.2623817985751","Not Available","53.0584367860556","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"Early-demographic dividend","EAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","18571443547.6477","20005041762.6394","20447184995.5924","22848235459.5587","23191742536.249","24527920652.1191","26129282428.3371","27406361465.798","29704581498.7427","31991895718.6941","34949984965.7771","39468491017.0376","48603319367.7339","78347740079.2584","136727912402.239","138864731849.563","157897086196.564","175813104104.736","174942910151.035","242413601053.812","321989064074.875","344725587191.044","302263298439.559","277051055147.786","267905262015.101","252146151587.015","215500849084.311","250500906004.556","281580370363.529","311036158431.807","367826647598.763","381422899343.391","408460477255.514","423900624972.304","464918207119.82","547235295511.305","621786919651.723","665612185289.743","620664912868.823","672839870500.653","828379294531.523","780439896367.971","816696703868.507","933653392619.977","1159227309569.76","1427406487017.12","1683757665187.06","1947695398031.97","2290844474648.8","1829707343352.16","2348011311411.72","2811408365229.06","2917164248304.25","2903183867541.88","2811364966014.13","2409857238749.08","2386594076050.17","Not Available","Not Available"
"Early-demographic dividend","EAR","GDP per capita (current US$)","NY.GDP.PCAP.CD","155.601362372954","152.925574263426","154.8011013626","159.871087863872","178.778227519365","190.241206051104","183.260609477054","187.674927982344","198.454070469604","216.457833266889","223.882635603187","235.957086609443","253.121907186772","316.08782393593","432.683932985067","453.468588163149","483.318460074881","527.90386977381","570.447829249511","676.729300147991","813.350533295276","886.318432747551","823.538171192184","810.417279611255","778.867493205622","777.970058106817","770.520814484643","758.096834595139","796.769696571592","795.929425555447","895.693987065151","928.973982937858","998.016940516601","1073.15624636118","1101.30078527407","1102.09179141967","1179.57197053039","1235.54464423595","1192.8240748511","1242.49458994426","1323.80012117783","1284.57230871456","1227.34149586901","1349.73665056446","1544.44573528098","1771.34314774847","1997.28873490367","2335.55743136139","2593.23803965988","2458.92364316571","2926.48390729671","3238.77583766909","3328.0571883119","3341.57196182031","3414.09298893878","3259.70002124806","3280.67066529288","Not Available","Not Available"
"Early-demographic dividend","EAR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","21575309180.4459","21637538335.8076","20803878281.1522","22114780616.082","24224532570.0798","26252579808.7468","27204456213.1086","29027698390.0149","31233810051.5055","34584427955.1138","37611891081.6336","41154952797.5114","45908852830.2977","62055825955.8831","101713816798.336","127090161514.42","137095504261.201","164514824451.411","182255944421.643","212387760825.145","277613040843.35","318899430284.229","301790125616.68","293453805004.707","277675342087.511","258667151400.528","244934783773.817","254050807175.032","297386841893.412","324299056511.663","367380271976.419","399035790876.566","449885391259.59","469069444277.286","489817180588.693","559480116635.425","628364608327.87","691130568835.118","673602455713.726","679281721909.145","782213949258.943","758130509334.565","780302680493.353","869211591848.105","1090233905200.58","1304591282145.52","1546933291534.63","1866720469554.03","2217940264839.96","1906299833279.77","2337286983159.73","2779168020364.24","2977269360475.6","2997716594010.59","3062691749349.92","2826984673025.42","2729691033856.94","Not Available","Not Available"
"Early-demographic dividend","EAR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","45.2114230432004","45.88000090008","46.4885440384438","47.0370110275332","47.639740182784","48.234912513464","48.8724505810374","49.4369514866814","49.9829527780866","50.5140605315651","51.0366907770491","51.5589820988614","52.084362318313","52.6234366104411","53.1695720214242","53.7221049704523","54.2744223183513","54.814186878577","55.3349041574042","55.8300462786129","56.2976893473926","56.7418264099023","57.1707146625059","57.596124393676","58.0220155936784","58.4508680488401","58.8816049143902","59.3131703909029","59.7399001411739","60.1700781303914","60.6035281731166","61.0318788999096","61.4601030762818","61.8878789528298","62.3073631024462","62.7128503600185","63.1020010376621","63.4702522774409","63.8220917794208","64.160159810991","64.4860730448729","64.8062736240023","65.1247881341541","65.4481229286196","65.7804328845503","66.1228608395386","66.4795137928266","66.8453227814686","67.2173836075782","67.5901777188973","67.9557324425197","68.3081043461813","68.6427759351782","68.9576575246554","69.2486396460121","69.5169409710616","69.7662711291935","Not Available","Not Available"
"Early-demographic dividend","EAR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","48.81366","49.05571","49.69234","50.32672","50.93276","51.00415","51.82427","52.76275","53.3785","54.16983","54.82246","55.46878","56.35444","57.10424","57.79252","58.67016","59.18952","60.19956","60.98883","61.79185","62.58469","63.31489","63.97211","66.9927","67.60191","68.26212","68.71656","69.37874","70.41303","71.18626","71.08765","71.24246","72.14902","73.14989","73.97933","75.2004","74.69032","76.49464","76.9538","77.6761","78.1656","78.68024","Not Available","Not Available"
"East Asia & Pacific","EAS","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","70.9686344026955","71.013379031287","70.1740523616762","69.7588155198217","69.3858255287468","68.9056518957033","68.6461581164533","68.8013049675196","68.2161800449343","68.0416135926853","67.0294027394025","67.0718634689951","66.9398149142671","66.8861376550997","66.838234224291","66.5748267946988","66.4656493800624","Not Available","Not Available"
"East Asia & Pacific","EAS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","15954652796.0529","15570746954.9631","16762552656.5852","18303008550.7677","21291570519.4441","24072674730.6019","27068089588.5159","28748405889.0854","33291271316.5576","39083884874.4537","46494569036.9499","54762749963.4788","66366436535.9905","92820955273.9704","133130116032.62","136473947644.232","163595191575.58","192887655883.504","225830545567.77","269277238239.066","339947971514.666","386804677872.536","376018360865.571","391508023148.689","443659883130.876","447082915835.772","503382551556.696","603470946467.427","730002354620.285","791260796977.529","848620300365.877","958718653002.4","1064538398879.45","1167153190672.61","1341160763777.98","1582973702969.76","1650000857744.19","1719947343317.27","1585236062792.72","1678833078273.42","1984228627164.45","1830902468654.77","1964475791781.88","2300523315875.3","2857062631327.59","3289947360916.8","3842495488961.77","4461693230922.73","5042608294731.56","4224237750221.9","5371600952351.39","6395645580967.32","6681662041627.54","6874997070159.9","7132661428579.7","6636198916069.02","6344843070057.34","Not Available","Not Available"
"East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","147.711685546676","147.629621261087","148.988617395127","162.301222619465","182.20239485787","198.2097080351","215.916221220999","228.291894102157","245.55816623325","275.494707478161","316.059343601048","341.780008816546","414.17719454731","534.042790758074","602.174768757253","647.017291034881","699.668808186369","821.203602457027","1020.22621450353","1091.00938990951","1162.65311738599","1264.5850323774","1218.69063984775","1272.21432674784","1344.48444357856","1404.08377195284","1801.74254931734","2072.90548827379","2454.52715050014","2527.50001202993","2606.12016531694","2893.07731231848","3117.56173095708","3457.12102060169","3811.61832157523","4279.43281432535","4076.37429101394","3856.9504140554","3418.06611645809","3779.56527231239","4050.44981284449","3734.13008358046","3762.48192620588","4104.40389457028","4567.92729425894","4837.91019592775","5095.28825193752","5659.76561640996","6491.19269175593","6643.33349377976","7674.4757046682","8838.76807570109","9395.77760481058","9440.32647468656","9657.92610766477","9539.11195151214","9783.66107999547","Not Available","Not Available"
"East Asia & Pacific","EAS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","16982024868.2797","18098509316.6922","17288037925.1711","19965344028.3913","21913720667.5003","24265987175.4844","27099025057.8768","30353763049.3857","34317396763.0792","38620508167.0136","46588343931.5774","50505790255.0847","59328808319.9947","90748482580.5811","144412239584.141","144744474637.011","161430380607.226","183236589793.62","215757820844.888","290087879454.011","360202766676.376","397595100355.995","388400260045.02","383261546143.683","406695483299.188","406626968014.79","416167704553.04","499700380009.207","641075445777.468","733225804729.834","811896018606.516","890285494225.258","967500945332.537","1066422439607.21","1234070352196.86","1524004639629.41","1624381113038.38","1637124059534.71","1371412701818.83","1481218977126.43","1806818271537.1","1686997736092.13","1775705339066.78","2069098752191.64","2588014568191.38","2963853695675.58","3393292630686.5","3869210291149.34","4586033294835.9","3760972385851.47","4859435171153.04","6018186434104.17","6355303916906.61","6548585935073.45","6717249407878.8","5976599274517.91","5760832010538","Not Available","Not Available"
"East Asia & Pacific","EAS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.4552640139166","48.9884654158502","49.662245525374","50.641340451066","51.8425436268996","53.2155625097083","54.7521461201069","56.2427580998421","57.6179022580812","58.8570576027628","59.9089070965427","60.8283542094542","61.6220098919438","62.3191791621831","63.0197288275235","63.690857172818","64.3011023258151","64.8842963825097","65.4068036289471","65.8975012640274","66.309531538611","66.723914999452","67.1126717494892","67.4281612698751","67.7553971939424","68.0414387466691","68.3121182724062","68.5578757360958","68.7446944991245","68.9543661821556","69.1299358123777","69.3161176451294","69.4752973116647","69.6508452446988","69.8496122110574","70.0275429856225","70.3037064750155","70.5849645434091","70.8815161721325","71.2018842162962","71.5790095318242","71.9521541854592","72.3032306985278","72.6413384286644","72.9632417566851","73.233774754011","73.5158117871737","73.7610104257547","73.9808388052673","74.2072627934905","74.3839149720827","74.5460641309051","74.7411842008234","74.9190708908717","75.0860080705276","75.2489154300902","75.3957319515201","Not Available","Not Available"
"East Asia & Pacific","EAS","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","68.77466","68.87067","69.78968","70.74184","71.12901","72.55735","73.08464","74.33903","75.20576","76.04138","76.82092","77.88814","81.63784","82.22966","82.00383","83.25179","83.67971","84.06937","84.53053","84.99768","85.45928","90.4183","90.74679","91.04059","91.46029","91.70931","92.03837","92.36223","92.84659","93.16707","93.54266","94.50484","94.71875","94.98859","95.06498","94.91905","95.12052","95.2035","95.51643","95.63301","95.74399","Not Available","Not Available"
"East Asia & Pacific (excluding high income)","EAP","Employment to population ratio, 15+, total (%) (national estimate)","SL.EMP.TOTL.SP.NE.ZS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","72.7514475786365","72.849889094742","71.9359143037302","71.4703768274345","70.9905379901153","70.4418123584336","70.1237123530131","70.192030501738","69.5994061806044","69.4696613843568","68.3068656303394","68.3334575584504","68.1791088610602","68.0740902478463","67.9704356224161","67.6152100461055","67.4655754967162","Not Available","Not Available"
