Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X,Short.Name,Income.Group
Afghanistan,AFG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,47.47000122,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Afghanistan,Low income
Afghanistan,AFG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,22222233.33,24444455.56,26666680,68888922.22,71111144.44,113333340,1.20E+08,113333340,122222228.9,142222222.2,171111104.4,199999988.9,235555544.4,224444437.8,302222222.2,300000006.7,337777777.8,344444451.1,357777771.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1337189555,1996491933,1796873038,1719072441,1868166953,1754538352,1833579463,1836528323,1597480951,1095048850,1132970325,1278247871,1354003892,1345496131,1342632359,Not Available,Not Available,Afghanistan,Low income
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,59.77732651,59.87815281,58.49287383,78.78275804,82.20844386,101.2904713,137.8993619,161.3220001,129.5066538,129.7985414,157.1874224,160.3728356,136.1170144,144.1103189,174.9420383,187.975604,199.0261727,226.0053438,249.2873863,277.9007417,274.8808587,266.4930418,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,117.4096908,187.845095,198.7285436,219.1413528,250.2941299,272.563077,369.835796,373.3611163,445.8932979,553.3002894,603.5370231,669.0090509,638.6125432,629.3452503,569.5779229,561.7787463,Not Available,Not Available,Afghanistan,Low income
Afghanistan,AFG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,37777780,44444446.67,51111111.11,126666717.8,144444451.1,215555548.9,259999993.3,237777784.4,208888900,211111117.8,208888900,295555548.9,288888877.8,255555562.2,3.20E+08,337777777.8,380000006.7,437777795.6,457777788.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2695612253,4324401128,4605719092,4861120343,5228625785,5743886682,5612184212,5269393819,7162552543,7924080689,8038495178,10083041877,9436790253,9377504680,9544683716,Not Available,Not Available,Afghanistan,Low income
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.292,32.742,33.185,33.624,34.06,34.495,34.928,35.361,35.796,36.234,36.678,37.128,37.587,38.056,38.54,39.039,39.556,40.092,40.65,41.234,41.853,42.513,43.217,43.963,44.747,45.566,46.417,47.288,48.164,49.028,49.856,50.627,51.331,51.968,52.539,53.055,53.533,53.997,54.468,54.959,55.482,56.044,56.637,57.25,57.875,58.5,59.11,59.694,60.243,60.754,61.226,61.666,62.086,62.494,62.895,63.288,63.673,Not Available,Not Available,Afghanistan,Low income
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.15768051,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.74111938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Afghanistan,Low income
Albania,ALB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48,Not Available,Not Available,50.29999924,Not Available,Not Available,90.58000183,46.25,47.47000122,47.43000031,51.86000061,49.36999893,44.09999847,44.33000183,46.15000153,48.74000168,Not Available,Not Available,Albania,Upper middle income
Albania,ALB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,335069933,319090900.3,327312512.5,333550012.5,348287487.5,418924987.5,312500000,82300000,81519209.68,189399541.5,225407481,302465325.4,371128296.1,229987998.6,293568702,540103549.6,648940336.6,748461645.6,869225487.8,1169843190,1608022160,1862113161,2242225040,3005295932,3259292016,3040048180,3337098456,3769483126,3565036059,3671617045,3732081775,3104918356,3437166961,Not Available,Not Available,Albania,Upper middle income
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,662.5200523,662.9147926,719.1572957,699.3842921,676.5667325,723.4096102,639.4638993,348.7113178,218.4921659,380.5273711,619.0651634,760.5593758,1046.358511,749.584649,865.3021618,1098.425463,1175.788981,1326.970339,1453.642777,1890.681557,2416.588235,2709.142931,3005.012903,3603.013685,4370.539647,4114.136545,4094.358832,4437.178068,4247.614308,4413.081697,4578.666728,3934.895394,4124.98239,Not Available,Not Available,Albania,Upper middle income
Albania,ALB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,372867136.2,362610725.8,336224987.5,335624987.5,408575012.5,483800000,487500000,314316659.7,627952433.9,764996711.8,773426393.9,836744255.2,1061577473,806850764.8,937667487.4,1099997513,1382114188,1583646805,1966308372,2590993958,3245963304,3872963233,4363324819,5862891873,6717536051,6004542100,5792205618,6700292383,5860852654,5999411368,6243050763,5071014157,5436290838,Not Available,Not Available,Albania,Upper middle income
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.279,63.298,64.187,64.911,65.461,65.848,66.108,66.302,66.485,66.687,66.933,67.235,67.58,67.951,68.341,68.734,69.108,69.447,69.741,69.99,70.207,70.416,70.635,70.876,71.134,71.388,71.605,71.76,71.843,71.86,71.836,71.803,71.802,71.86,71.992,72.205,72.495,72.838,73.208,73.588,73.955,74.286,74.575,74.82,75.028,75.217,75.418,75.656,75.943,76.281,76.652,77.031,77.389,77.702,77.963,78.174,78.345,Not Available,Not Available,Albania,Upper middle income
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98.71298218,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95.93863678,Not Available,Not Available,96.84529877,97.24697113,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Albania,Upper middle income
Algeria,DZA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25.37000084,Not Available,Not Available,Not Available,Not Available,16.97999954,Not Available,Not Available,Not Available,31.93000031,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.20000076,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.22000122,37.54999924,36.15000153,Not Available,Not Available,36.43000031,Not Available,37.59999847,Not Available,Not Available,Algeria,Upper middle income
Algeria,DZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1063398805,1125951671,396168199.3,667230625.9,729783512.3,708918190.8,789937412.7,789937412.7,891211439.9,1012740273,1073504628,936367707.5,1382755698,2222671247,5118637701,5241302552,5860031462,6414584619,6732393454,10354760932,14540716743,15338986631,13980227233,13635984130,13805836196,13664028064,8188005040,9525773299,9163454470,10369299882,14545657770,13311319293,12154240351,10880274367,9585149853,10939999981,13969999892,14890000201,10880000226,13692378406,23050101993,20085455101,20152475589,25957120317,34175415032,48714923163,57121832854,63531236408,82034752098,48533809677,61975405529,77581299501,77123006872,69659422182,64611501756,38460350139,33403107185,Not Available,Not Available,Algeria,Upper middle income
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.8248065,213.4859051,171.2098095,225.5305962,236.6101896,248.3781436,234.1889083,252.4182522,280.2682882,300.9818257,334.2595277,339.3840491,439.7311239,551.4344417,813.0499027,931.1055173,1031.303135,1185.510635,1447.618021,1771.965549,2189.77668,2223.697344,2197.1105,2298.883805,2452.664632,2567.495905,2740.654724,2790.473919,2402.825627,2202.55809,2394.42038,1721.578696,1766.054678,1797.523561,1499.971505,1444.908036,1596.029867,1612.009303,1588.481449,1581.004564,1757.017797,1732.857979,1774.033673,2094.335506,2598.908023,3100.122378,3464.610079,3935.183343,4905.254866,3868.83123,4463.394675,5432.41332,5565.134521,5471.123389,5466.425778,4160.220067,3916.881571,Not Available,Not Available,Algeria,Upper middle income
Algeria,DZA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1828756553,1643566052,416678732,995399149.3,856506258.9,810192218.1,749427801.7,729172996.3,931721050.8,1195033582,1417836382,1404551500,1739595878,2753081355,4688097732,6684559680,6580527283,8753738135,10590281903,10925699712,12846905746,13693869109,13109185467,12591881327,14748966629,15493853614,14759677286,12288659588,13356326943,15862794362,15472204242,10788718990,11458142448,11557078492,11083919236,12110000386,11240000369,10279999650,10849999758,11079835972,11390139111,12053065885,14547453035,16203129320,21884326066,24843326827,25651596273,33568752300,49096311176,49331042958,50654731588,57376109789,59611982759,63767462893,68262397502,60621193744,56097067791,Not Available,Not Available,Algeria,Upper middle income
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.138,46.596,47.054,47.507,47.956,48.392,48.809,49.208,49.595,49.98,50.369,50.77,51.198,51.673,52.215,52.863,53.658,54.606,55.696,56.906,58.196,59.521,60.823,62.047,63.156,64.113,64.896,65.525,66.025,66.416,66.725,66.983,67.226,67.482,67.774,68.115,68.504,68.926,69.367,69.822,70.292,70.778,71.276,71.78,72.281,72.767,73.225,73.648,74.032,74.374,74.676,74.944,75.187,75.418,75.641,75.86,76.078,Not Available,Not Available,Algeria,Upper middle income
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.63087845,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69.87349701,Not Available,Not Available,Not Available,72.64868164,Not Available,75.13604736,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Algeria,Upper middle income
American Samoa,ASM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.93999863,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.25,Not Available,Not Available,Not Available,Not Available,53.95000076,Not Available,Not Available,Not Available,Not Available,47.79000092,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,American Samoa,Upper middle income
American Samoa,ASM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.18E+08,5.13E+08,4.60E+08,4.98E+08,4.95E+08,5.05E+08,6.41E+08,5.30E+08,3.64E+08,3.35E+08,4.82E+08,4.57E+08,4.26E+08,4.27E+08,4.28E+08,Not Available,Not Available,American Samoa,Upper middle income
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8751.766529,8914.525433,8639.308855,8508.406915,8456.947997,8980.536414,9871.997194,12058.26382,10352.82276,10375.99422,11660.32953,11589.853,11598.75174,11865.96323,11834.74523,Not Available,Not Available,American Samoa,Upper middle income
American Samoa,ASM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.59E+08,5.71E+08,5.67E+08,6.14E+08,6.34E+08,6.21E+08,7.54E+08,5.56E+08,5.37E+08,5.59E+08,6.43E+08,6.41E+08,6.78E+08,6.57E+08,6.15E+08,Not Available,Not Available,American Samoa,Upper middle income
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,American Samoa,Upper middle income
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,American Samoa,Upper middle income
Andorra,AND,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Andorra,High income
Andorra,AND,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Andorra,High income
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3238.55685,3498.173652,4217.173581,5342.16856,6319.739034,7169.101006,7152.375134,7751.370216,9129.706185,11820.84939,12377.41165,10372.23283,9610.266308,8022.654781,7728.906695,7774.393829,10361.81598,12616.16757,14304.35696,15166.43785,18878.50597,19532.54015,20547.71179,16516.47103,16234.80901,18461.06486,19017.17459,18353.05972,18894.5215,19261.7105,21936.5301,22228.84649,24741.49357,32776.44227,38503.47961,41282.02012,43748.77216,48582.80846,47785.65909,43339.37987,39736.35406,41098.76694,38391.08087,40619.7113,42294.99473,36038.2676,36988.62203,Not Available,Not Available,Andorra,High income
Andorra,AND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Andorra,High income
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Andorra,High income
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,100,Not Available,Not Available,Andorra,High income
Angola,AGO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52.11999893,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71.62000275,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Angola,Lower middle income
Angola,AGO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3342245989,3342245989,3342245989,3342245989,3342245989,3342245989,3029652726,3935278882,2845117215,3465045195,Not Available,6226046804,5238521933,3655830000,5309756748,8182663642,6736808291,8534569104,9708755159,13797757758,24286253529,33346439693,44706926828,64243350291,41451123310,51451738027,68042576390,71908646943,69562207407,60851240666,34437292633,28629357105,Not Available,Not Available,Angola,Lower middle income
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,630.074985,612.0748404,595.8577544,580.5550249,847.7667242,823.7921843,965.3612964,438.3205196,393.7845209,293.2782224,353.1820451,512.6209659,506.8849522,415.6933459,385.7688535,555.2969419,526.168743,711.181716,779.4683056,1041.086844,1443.991929,2062.415149,2878.837144,3868.578883,3347.84485,3529.053482,4299.012889,4598.249988,4804.616884,4709.312024,3695.793748,3308.700233,Not Available,Not Available,Angola,Lower middle income
Angola,AGO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3342245989,3342245989,3342245989,3342245989,3342245989,3342245989,3029652726,4153905487,2923603207,3078876577,Not Available,5222436512,5291285623,4714184659,5703592944,5735919712,6697268362,7082117702,8801255390,10634508160,15144224757,16288813595,26304726743,43121503216,41829336845,35421230670,43898357066,45858657954,49190381527,53537927314,37968763908,28057219506,Not Available,Not Available,Angola,Lower middle income
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,33.251,33.573,33.914,34.272,34.645,35.031,35.426,35.828,36.234,36.64,37.047,37.46,37.878,38.297,38.712,39.11,39.478,39.81,40.099,40.344,40.546,40.71,40.848,40.97,41.085,41.193,41.292,41.382,41.471,41.572,41.696,41.855,42.06,42.329,42.677,43.125,43.695,44.385,45.192,46.105,47.113,48.2,49.341,50.508,51.676,52.833,53.974,55.096,56.189,57.231,58.192,59.042,59.77,60.373,60.858,61.241,61.547,Not Available,Not Available,Angola,Lower middle income
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.4054184,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66.03011322,Not Available,Not Available,Not Available,Not Available,Angola,Lower middle income
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.47000122,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65.76000214,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Antigua and Barbuda,High income
Antigua and Barbuda,ATG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31551851.85,46111111.11,75440740.74,74077777.78,91137037.04,93562962.96,94029629.63,129688888.9,151681481.5,205892592.6,226985185.2,265525925.9,290937037,345300000,369862963,407266666.7,439285185.2,436459259.3,401607407.4,402522222.2,443288888.9,465900000,472829629.6,466861925.9,445334074.1,427865296.3,462637925.9,533973111.1,545269370.4,548169814.8,581289333.3,625368666.7,561623518.5,523833888.9,537755740.7,543333333.3,545555555.6,590740740.7,602193555.6,608888888.9,Not Available,Not Available,Antigua and Barbuda,High income
