Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X,Short.Name,Income.Group
Comoros,COM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10744148.7,13436176.32,16798357.29,22111840.62,9694406.492,19460921.45,26713601.38,29946699.87,37314624.32,29576285.81,35634727.51,49393044.07,48022287.24,52634515.73,37288772.21,45830571.93,42235312.52,38481123,24456514.37,28293024.35,46862490.81,40325279.68,38458786.7,60015989.89,56949051.24,57102946.83,60124645.62,71485543.34,74129613.13,77701176.29,87432865.9,101729301.1,89546623.82,100969664.3,109301013.7,100638566.4,98307747.79,Not Available,Not Available,Comoros,Low income
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,401.2150932,359.7913681,327.5450756,331.8089951,311.144433,322.2031412,444.2469485,521.5228938,534.7843862,497.2904719,607.4694013,582.3065192,609.9032196,586.6533885,401.8409364,487.797973,471.721275,422.5487938,417.928473,420.8779342,375.8528566,395.9319363,433.2691451,544.5066526,616.4197236,621.9033702,648.3008717,720.7593013,795.9705019,778.5454199,769.1742883,829.7586885,788.632653,834.3410949,852.9543079,727.6463868,775.0800846,Not Available,Not Available,Comoros,Low income
Comoros,COM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64152503.95,56236157.26,57656114.13,59866771.83,59695206.81,57312128.05,67420729.25,83484733.51,86665680.25,78080131.51,92877278.36,94305479,111402185.8,99396030.94,87769225.08,103347846.2,95381327.22,91253602.82,80249279.71,75484879.42,57301990.23,64978813.31,69491721.91,101201994.5,119511233.6,138381749.5,155667548.4,191350716.1,255325613.4,253617286.3,274155699.7,306255239.2,321496769.2,370280818.1,390568029.2,267487309.2,269754409.4,Not Available,Not Available,Comoros,Low income
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.447,41.846,42.245,42.644,43.043,43.446,43.858,44.283,44.724,45.179,45.642,46.103,46.557,47.001,47.441,47.887,48.356,48.86,49.406,49.992,50.615,51.265,51.925,52.58,53.221,53.843,54.446,55.033,55.605,56.154,56.677,57.168,57.623,58.038,58.407,58.722,58.972,59.16,59.294,59.388,59.46,59.529,59.617,59.738,59.904,60.126,60.407,60.734,61.094,61.475,61.862,62.24,62.596,62.923,63.216,63.473,63.701,Not Available,Not Available,Comoros,Low income
Comoros,COM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,47.91923141,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.48922729,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.19614029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Comoros,Low income
"Congo, Dem. Rep.",COD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63.06000137,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Dem. Rep.",COD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,635468870.1,304285723.7,292917337.9,1975577463,965400090.9,1048303040,1410539368,526253583.6,567536718.8,663377235.9,754088054.6,679137918.6,694610769.6,1057884433,1552894371,1019960294,1172609563,1274956221,1898325276,1905974215,2372064374,1772960815,1658621522,1787296719,2044031941,1979433109,2000444585,1990594329,2259542548,2299649341,2758536191,1852139470,1368639549,1212977746,1316877699,1607380674,1731595952,1142032617,1851630127,1113537727,2185507246,891666666.7,1367800838,2145055691,2340567899,2442457186,2765019283,6539527974,7722970930,5000334343,8927622883,10817789571,9336125464,11907476515,13229256911,10512898981,8382637045,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3140631,197.3909477,235.6324068,377.4275418,170.4660674,232.811109,253.761636,184.1345062,206.7222842,258.6186237,243.7631573,272.0812665,292.3140097,362.8637899,430.7254315,447.0002865,409.5485438,509.0998792,616.0216599,587.1908018,546.1423977,463.6859364,492.5317093,387.4937757,269.8259433,240.7701781,263.8145604,242.996146,273.1246877,269.5874462,270.1105809,253.0421708,219.7342375,275.7352838,144.5206962,135.6734781,134.939947,138.964642,138.615476,102.6447985,405.4696531,153.6995733,175.1360715,173.9163518,194.1667863,218.5235092,252.8430454,280.1217437,318.1201341,292.6284114,318.0757516,357.4834938,398.1406948,458.1253652,487.1982806,497.6297557,449.3715203,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Dem. Rep.",COD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,652284207.3,289758089.4,281268062.1,1968501486,1074945427,1101284817,1723357603,554017279.1,598269492.4,716055517.5,888895812.2,1037045742,974051877.4,1249501264,1826347549,1544910372,1895866240,2428488039,1413875669,1513091347,2353845419,2149230266,1904761877,1903154418,2052227172,1844401509,1945438642,2211277028,2465392973,2240912519,2730558340,2192456296,1438083977,975386930,1157755221,1338976146,1749529627,913626093.6,2044259390,826448700,2971014493,9.71E+08,1190984744,2684033001,2739841247,2818901559,3620492744,7640835071,8854222094,6738078189,9940710712,11839563675,10839711772,13401952029,15034396292,11984597102,11186242814,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.098,41.312,41.529,41.755,41.995,42.257,42.549,42.868,43.208,43.563,43.915,44.247,44.545,44.804,45.026,45.222,45.41,45.609,45.833,46.086,46.363,46.651,46.937,47.208,47.461,47.705,47.955,48.221,48.502,48.787,49.043,49.225,49.311,49.302,49.22,49.111,49.04,49.066,49.233,49.557,50.041,50.667,51.385,52.144,52.917,53.675,54.401,55.091,55.743,56.35,56.907,57.418,57.894,58.347,58.782,59.205,59.621,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Dem. Rep.",COD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67.17298889,Not Available,Not Available,Not Available,Not Available,Not Available,61.20555115,Not Available,Not Available,Not Available,Not Available,75.01718903,Not Available,Not Available,Not Available,77.04267883,Not Available,Not Available,Dem. Rep. Congo,Low income
"Congo, Rep.",COG,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54.47000122,Not Available,Not Available,Not Available,48.40000153,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Congo,Lower middle income
"Congo, Rep.",COG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,26943546.43,29515424.45,50771655.42,62818525.2,70846987.31,71410810.77,65939853.03,72357447.74,76343640.58,85012891.11,95512627.98,104954866,116257095.7,171385616.3,311584817.8,275298406.7,304665659.8,348827333.7,384211648.3,568348371,1023762094,1156656681,1194134307,1215274929,1351850301,1227120964,736631970.1,958951542.2,898779925.8,1159530945,1449116806,1134481546,1193589826,822017176.5,1035379950,1369151207,1739316143,1755897583,1487018190,1701642808,2585496408,2163316674,2461790946,2825094282,3743531240,5122710670,6506604610,6592305407,8912225916,6755575077,10221068210,12591110063,11458706110,10780248563,10347651265,5925246365,4471702078,Not Available,Not Available,Congo,Lower middle income
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,127.0047459,142.5375164,152.4512126,153.541996,161.1348414,167.4536727,181.2183451,189.6595505,195.1412317,200.0080263,201.4641576,229.0048145,283.1190395,362.2702779,379.4441108,482.4426816,460.6695849,453.7285154,506.1760713,670.7684034,927.0962559,1052.165292,1107.342201,1043.853685,1060.658298,1015.557387,845.1688012,1021.611602,957.2493252,1006.141041,1146.812278,1086.563494,1138.216092,724.5478973,649.9053769,755.9167951,882.4250224,784.0481427,639.4985852,750.5265499,998.1968921,842.7090677,886.3616653,998.1013117,1289.337837,1637.064381,2012.11007,2111.209489,2881.594116,2255.333119,2737.34233,3196.647524,2952.052348,2964.572989,2910.520226,1712.121146,1528.24472,Not Available,Not Available,Congo,Lower middle income
"Congo, Rep.",COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320168.2,482474332.9,601401870.7,1313209354,1345946346,1523134197,1397383585,1415791995,1391257443,1404291176,1489688468,1628973920,2658587664,2363288839,3317745076,5073251097,4493098516,5574031839,4816476039,6568061913,8343154976,8251795057,9306801069,9960023462,8242700349,6222524410,Not Available,Not Available,Congo,Lower middle income
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.602,49.25,49.863,50.437,50.97,51.46,51.907,52.317,52.696,53.049,53.38,53.691,53.987,54.27,54.544,54.815,55.087,55.361,55.632,55.895,56.143,56.372,56.571,56.729,56.835,56.877,56.844,56.736,56.553,56.295,55.954,55.521,55.008,54.438,53.842,53.247,52.677,52.164,51.748,51.473,51.397,51.577,52.017,52.703,53.608,54.687,55.881,57.115,58.321,59.452,60.473,61.37,62.169,62.89,63.536,64.112,64.625,Not Available,Not Available,Congo,Lower middle income
"Congo, Rep.",COG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79.31117249,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Congo,Lower middle income
Costa Rica,CRI,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.16999817,48.09999847,52.49000168,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54.75999832,53.47000122,53.47999954,54.29999924,54.70999908,55.02999878,52.52000046,54.81999969,56.50999832,56.16999817,55.88000107,57.43000031,56.81000137,57.00999832,55.97999954,57.99000168,58.18000031,59.77000046,59.15999985,56.75,55.29999924,52.91999817,56.40000153,56.43999863,56.50999832,55.36000061,52.81999969,53.47000122,Not Available,Costa Rica,Upper middle income
Costa Rica,CRI,Exports of goods and services (current US$),NE.EXP.GNFS.CD,108688182,106792407.4,113035728.8,117110870.5,137065427.6,139169811.3,162686777.4,177977358.5,219758490.6,231698128.3,277916981.1,293549443.1,379758854.6,475807892.5,558802030.3,589474924.2,697444550.8,948424737.5,992882170.4,1086476068,1279264924,1135278184,1175166465,1189859713,1332427264,1300856760,1480444812,1558338389,1779621000,2078449241,2237240102,2403995753,3021544716,3453398954,3763147122,4414827145,4672770208,5248818573,6015987791,6066566788,6445399591,6471720133,6502965372,7024662666,7855439738,8712270559,9838020324,10910346032,11953069301,10647948764,12363108615,13886078378,14950204991,15586637117,16350235718,16471707998,18155624953,Not Available,Not Available,Costa Rica,Upper middle income
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,380.7191307,354.815218,334.4868363,344.8290256,353.001883,373.0330451,394.173151,412.7293867,442.9877079,474.6844143,532.6671368,567.4123466,635.9636206,766.0887124,814.7052445,934.8988849,1121.338039,1391.67107,1554.708466,1734.436062,2022.109731,1069.139835,1033.894312,1535.351908,1727.175553,1756.856818,1955.702554,2033.671259,2059.311255,2274.430069,2391.301446,2257.491123,2618.167952,2854.6202,3045.406733,3279.326506,3230.234155,3408.365101,3614.562567,3688.398314,3808.363689,3981.528047,4062.014965,4167.714107,4425.507467,4697.011135,5245.187372,6120.623418,6911.136136,6809.396224,8199.414621,9186.59639,9985.36959,10569.66631,10647.44179,11406.36273,11824.6381,Not Available,Not Available,Costa Rica,Upper middle income
Costa Rica,CRI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,132853201.6,124535586.4,126238793.4,140434038.6,156012781.8,198550928.3,199652830.2,221222641.5,254671698.1,276015109.4,344588679.2,405445380.2,459457422.8,569085860.9,805624186.6,755869299.9,842240361.7,1116359428,1269463197,1500945146,1778891482,1264049997,1099078497,1227008386,1333638392,1377608679,1476531124,1795154558,1914528768,2340810917,2686102521,2737000735,3495370105,4150829595,4416262645,4821923955,5143782196,5803238177,6578730899,6411945533,6545131899,6445457476,6828718248,7367380193,8011993538,9172016299,10561774083,12333165317,14660109210,10800050161,13061023690,15465817011,16718693002,17055281117,17596280345,17478906710,18329828592,Not Available,Not Available,Costa Rica,Upper middle income
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.556,61.269,61.964,62.63,63.259,63.848,64.399,64.924,65.434,65.937,66.439,66.946,67.46,67.983,68.519,69.072,69.648,70.242,70.846,71.452,72.045,72.61,73.135,73.612,74.035,74.401,74.714,74.984,75.223,75.438,75.638,75.83,76.016,76.2,76.385,76.571,76.759,76.942,77.119,77.288,77.448,77.597,77.736,77.868,77.993,78.114,78.234,78.355,78.481,78.613,78.756,78.911,79.077,79.254,79.44,79.634,79.831,Not Available,Not Available,Costa Rica,Upper middle income
Costa Rica,CRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92.62904358,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.86818695,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97.40657806,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Costa Rica,Upper middle income
Cote d'Ivoire,CIV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62.40999985,72.13999939,Not Available,Not Available,58.68999863,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Cote d'Ivoire,CIV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,187017625.6,218194462.1,221930221.9,258264752.5,330533040.4,338691189.4,372845096.3,392274949,521479828.1,500460465.2,520616448.6,510247597.6,619773363.3,896858189.6,1402963862,1430151941,1946009762,2670550446,2885366742,3163759568,3561631199,2966163294,2756185695,2527383751,3100078388,3263789748,3617154651,3372301472,3126609547,3125624092,3421191368,3149019076,3558855924,3252142526,3369268837,4593584282,4989346356,5030669759,5220928218,5247990455,4370512052,4555378742,5860137948,6412152575,7682091175,8525099433,9321895748,9607481678,11413826500,12346184123,12599682602,13660375263,13108218937,12988025916,12967183767,12501661028,11780917679,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,153.4715941,167.355531,167.995943,190.4073755,221.5178017,212.8218038,228.2274294,232.5688993,265.0408149,270.7573606,277.6370324,289.1094256,322.3479205,417.1065506,486.9170747,589.2070767,673.4169911,864.2870072,1041.473038,1152.333546,1226.912731,973.2840497,836.6556865,724.9422695,696.275231,682.5737814,862.3419925,915.4240175,897.6660598,824.1583194,880.0184701,825.5407011,847.2958457,810.8329724,590.3001333,756.5011354,809.5387372,758.911908,793.9810785,759.2922029,642.254714,656.834565,710.9611683,865.789649,919.8068028,931.754287,951.9478956,1065.896375,1242.431044,1217.749206,1219.749096,1214.703946,1262.480218,1423.682282,1569.928275,1434.326615,1534.973724,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Cote d'Ivoire,CIV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,125105306.8,173748889,166140901.8,178997244.7,227712352.8,277073943.7,293880244.3,311787445.1,358694218.5,368517384.9,423656620.7,450325312.8,536449174.6,833598036.6,1178207135,1424552666,1689889741,2276134374,2957600540,3443467898,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3628438194,3676789145,4000564142,5108743062,6324073681,7521516467,7601360209,8587383896,9728422151,9692737803,10781657537,9476194624,11987610452,12070076939,9093842826,8560554804,7346491228,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.865,37.554,38.223,38.866,39.488,40.103,40.736,41.406,42.125,42.89,43.695,44.526,45.357,46.166,46.94,47.668,48.346,48.979,49.57,50.115,50.616,51.079,51.503,51.885,52.215,52.484,52.677,52.786,52.798,52.706,52.486,52.117,51.605,50.975,50.259,49.501,48.746,48.043,47.438,46.969,46.672,46.567,46.637,46.856,47.205,47.658,48.183,48.747,49.321,49.883,50.423,50.945,51.463,51.989,52.52,53.053,53.582,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Cote d'Ivoire,CIV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,34.13927841,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36.3502388,Not Available,48.7407608,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.98162842,Not Available,43.90842056,Not Available,Not Available,Not Available,Not Available,Côte d'Ivoire,Lower middle income
Croatia,HRV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.59000015,41.81999969,43.47000122,43.27999878,44.15999985,43.36999893,43.72000122,47.68000031,48.59000015,48.22999954,46.47000122,44.75,43.18000031,42.06999969,43.31000137,44.20000076,44.59000015,Not Available,Not Available,Croatia,Upper middle income
Croatia,HRV,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6181600654,7276195024,7460809986,7498860843,7123027813,7948707914,9004351232,10125528793,13478579180,16402963194,17846601224,20011525978,23436633635,27119322218,21647183146,22516206548,25147080391,23483412816,24858206840,26500506733,23836478121,25185431428,Not Available,Not Available,Croatia,Upper middle income
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.30403,11363.41845,13546.69872,15893.86056,14157.14416,13505.74586,14539.18421,13235.97757,13574.74009,13467.46827,11638.07948,12149.18958,Not Available,Not Available,Croatia,Upper middle income
Croatia,HRV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8035817370,8822247948,10535889767,9226183128,8538670416,8612139411,9824130636,12242487862,16056768307,18904156240,20633698649,23411685664,27803872471,32786134908,23976715382,22768439105,25434731432,23216137497,24590668688,25356476514,22664332619,23643313517,Not Available,Not Available,Croatia,Upper middle income
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,Not Available,Not Available,Croatia,Upper middle income
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.70155334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98.14668274,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99.12535858,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Croatia,Upper middle income
Cuba,CUB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51.33000183,Not Available,51.86000061,52.79999924,Not Available,Not Available,Not Available,53.81000137,71.62000275,70.5,Not Available,Not Available,Not Available,Not Available,Not Available,Cuba,Upper middle income
Cuba,CUB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1857363400,2255959900,2654199161,3258402051,3719910244,4251739756,4499232765,4635330843,5819724675,6377068904,6521956667,6565420000,6838236471,7224138184,7766066363,7725366416,7687511279,8295404426,8794332850,8421585288,8662106516,5332907602,3736544459,2951182568,3766477027,4078053747,3.83E+09,3785600000,3668100000,4123500000,4318900000,4193400000,3.87E+09,4649900000,6120800000,8962900000,9869700000,11917900000,12506400000,1.08E+10,1.45E+10,1.73E+10,1.87E+10,1.86E+10,1.78E+10,1.49E+10,Not Available,Not Available,Not Available,Cuba,Upper middle income
